Timestamp,Well_ID,Hole_Depth_m,Activity_Code,WOB_klb,RPM,Torque_kftlb,ROP_m_hr,Hook_Load_klb,Standpipe_Pressure_psi,Mud_Flow_Rate_gpm,Mud_Density_ppg,Gas_Units,NPT_Flag,NPT_Type
2025-02-01 01:00:00,WELL-D01,40.4,Drilling,12.42,142.0,0.89,35.29,119.03,805.6,654.7,9.7,20.2,0,No_NPT
2025-02-01 01:05:00,WELL-D01,43.64,Drilling,11.77,131.4,1.33,38.82,123.04,840.3,657.1,9.57,25.9,0,No_NPT
2025-02-01 01:10:00,WELL-D01,46.66,Drilling,11.39,132.2,0.85,36.22,120.98,815.0,620.6,9.64,16.0,0,No_NPT
2025-02-01 01:15:00,WELL-D01,50.93,Drilling,12.8,156.8,1.51,51.29,115.95,769.3,655.4,9.61,16.8,0,No_NPT
2025-02-01 01:20:00,WELL-D01,54.5,Drilling,11.41,138.8,1.34,42.86,118.73,797.5,616.5,9.63,18.2,0,No_NPT
2025-02-01 01:25:00,WELL-D01,54.5,Connection,0.0,0.0,1.53,0.0,151.5,39.8,-2.5,9.58,8.4,0,No_NPT
2025-02-01 01:30:00,WELL-D01,57.36,Drilling,11.3,157.9,1.62,34.25,116.58,848.7,657.7,9.63,19.5,0,No_NPT
2025-02-01 01:35:00,WELL-D01,60.35,Drilling,11.37,143.7,0.94,35.93,115.49,830.1,681.6,9.63,20.8,0,No_NPT
2025-02-01 01:40:00,WELL-D01,63.6,Drilling,12.27,151.0,1.23,39.0,122.56,837.9,680.7,9.58,20.9,0,No_NPT
2025-02-01 01:45:00,WELL-D01,67.42,Drilling,10.69,153.9,1.28,45.86,118.39,865.0,627.9,9.67,16.5,0,No_NPT
2025-02-01 01:50:00,WELL-D01,70.53,Drilling,11.62,140.0,1.4,37.25,123.69,831.5,662.9,9.64,11.9,0,No_NPT
2025-02-01 01:55:00,WELL-D01,73.36,Drilling,11.19,129.8,1.15,34.0,122.34,796.7,650.6,9.63,18.2,0,No_NPT
2025-02-01 02:00:00,WELL-D01,77.03,Drilling,12.96,144.5,1.3,44.1,117.29,825.9,654.8,9.59,20.9,0,No_NPT
2025-02-01 02:05:00,WELL-D01,81.16,Drilling,12.09,141.9,1.88,49.48,117.01,825.5,620.7,9.66,17.8,0,No_NPT
2025-02-01 02:10:00,WELL-D01,84.08,Drilling,13.16,133.9,0.67,35.02,119.0,807.2,639.4,9.65,16.7,0,No_NPT
2025-02-01 02:15:00,WELL-D01,88.05,Drilling,10.31,127.7,0.84,47.71,116.68,880.5,708.1,9.63,15.5,0,No_NPT
2025-02-01 02:20:00,WELL-D01,90.84,Drilling,12.33,154.5,1.3,33.5,122.07,847.9,642.5,9.59,19.6,0,No_NPT
2025-02-01 02:25:00,WELL-D01,94.1,Drilling,11.77,137.8,1.13,39.06,121.28,862.6,653.1,9.66,21.6,0,No_NPT
2025-02-01 02:30:00,WELL-D01,97.39,Drilling,12.0,133.9,1.26,39.44,126.17,877.6,657.7,9.6,17.1,0,No_NPT
2025-02-01 02:35:00,WELL-D01,100.73,Drilling,13.14,142.2,0.82,40.19,122.56,851.1,627.8,9.67,18.3,0,No_NPT
2025-02-01 02:40:00,WELL-D01,103.86,Drilling,12.05,137.5,1.23,37.53,120.46,877.5,598.7,9.67,19.3,0,No_NPT
2025-02-01 02:45:00,WELL-D01,106.36,Drilling,12.28,136.9,1.41,29.99,125.21,803.5,667.3,9.66,18.9,0,No_NPT
2025-02-01 02:50:00,WELL-D01,110.02,Drilling,10.99,137.2,1.46,43.93,125.46,872.1,658.8,9.69,27.2,0,No_NPT
2025-02-01 02:55:00,WELL-D01,110.02,Connection,0.0,0.0,1.25,0.0,150.79,30.7,-3.5,9.61,15.0,0,No_NPT
2025-02-01 03:00:00,WELL-D01,113.63,Drilling,12.75,138.4,1.55,43.34,125.53,862.3,618.6,9.61,20.0,0,No_NPT
2025-02-01 03:05:00,WELL-D01,117.04,Drilling,11.5,152.7,1.15,40.91,117.28,846.7,625.7,9.69,17.5,0,No_NPT
2025-02-01 03:10:00,WELL-D01,119.34,Drilling,13.11,145.1,1.45,27.55,120.36,857.1,682.3,9.64,12.0,0,No_NPT
2025-02-01 03:15:00,WELL-D01,123.07,Drilling,12.57,126.7,1.38,44.73,122.8,832.6,666.3,9.69,24.5,0,No_NPT
2025-02-01 03:20:00,WELL-D01,125.9,Drilling,12.23,142.3,1.29,34.06,119.92,858.3,670.0,9.67,16.0,0,No_NPT
2025-02-01 03:25:00,WELL-D01,128.76,Drilling,13.42,133.8,1.38,34.25,122.79,849.7,676.6,9.72,23.7,0,No_NPT
2025-02-01 03:30:00,WELL-D01,131.85,Drilling,12.53,159.6,0.81,37.06,125.25,840.0,652.2,9.6,25.5,0,No_NPT
2025-02-01 03:35:00,WELL-D01,134.71,Drilling,10.8,126.5,1.37,34.38,122.33,858.1,621.7,9.68,11.0,0,No_NPT
2025-02-01 03:40:00,WELL-D01,138.15,Drilling,11.55,143.9,1.37,41.2,122.97,858.6,660.6,9.67,17.5,0,No_NPT
2025-02-01 03:45:00,WELL-D01,141.16,Drilling,12.19,146.9,1.51,36.2,119.86,851.3,666.6,9.62,12.3,0,No_NPT
2025-02-01 03:50:00,WELL-D01,144.07,Drilling,10.58,120.4,1.44,34.91,120.1,859.2,671.8,9.68,25.6,0,No_NPT
2025-02-01 03:55:00,WELL-D01,146.92,Drilling,13.3,140.8,1.17,34.18,116.16,833.9,642.8,9.77,23.5,0,No_NPT
2025-02-01 04:00:00,WELL-D01,149.69,Drilling,10.67,143.3,1.45,33.26,120.65,811.4,668.6,9.66,17.9,0,No_NPT
2025-02-01 04:05:00,WELL-D01,153.02,Drilling,10.97,134.5,1.22,39.95,122.03,866.8,676.4,9.62,18.9,0,No_NPT
2025-02-01 04:10:00,WELL-D01,156.61,Drilling,13.02,137.2,1.45,43.08,120.41,867.8,689.0,9.7,28.6,0,No_NPT
2025-02-01 04:15:00,WELL-D01,159.46,Drilling,12.15,149.0,1.46,34.14,120.92,868.6,633.3,9.59,14.0,0,No_NPT
2025-02-01 04:20:00,WELL-D01,162.51,Drilling,10.93,136.1,1.87,36.66,124.55,837.2,657.0,9.68,18.7,0,No_NPT
2025-02-01 04:25:00,WELL-D01,162.51,Connection,0.0,0.0,1.06,0.0,155.4,26.6,5.3,9.7,8.6,0,No_NPT
2025-02-01 04:30:00,WELL-D01,166.22,Drilling,14.49,141.9,1.41,44.54,122.49,861.1,646.6,9.72,17.2,0,No_NPT
2025-02-01 04:35:00,WELL-D01,169.8,Drilling,11.18,145.6,1.44,42.95,120.46,875.4,643.8,9.61,24.1,0,No_NPT
2025-02-01 04:40:00,WELL-D01,172.4,Drilling,11.68,123.3,1.66,31.18,123.99,846.4,619.9,9.68,8.5,0,No_NPT
2025-02-01 04:45:00,WELL-D01,175.35,Drilling,14.32,143.7,1.52,35.45,116.27,858.7,652.0,9.74,20.0,0,No_NPT
2025-02-01 04:50:00,WELL-D01,178.26,Drilling,12.33,145.6,1.62,34.86,126.19,842.9,632.2,9.7,25.7,0,No_NPT
2025-02-01 04:55:00,WELL-D01,181.98,Drilling,13.35,136.3,1.38,44.64,121.98,907.0,642.8,9.69,16.6,0,No_NPT
2025-02-01 05:00:00,WELL-D01,185.39,Drilling,12.43,126.8,1.12,40.91,124.85,808.9,634.3,9.67,13.6,0,No_NPT
2025-02-01 05:05:00,WELL-D01,188.46,Drilling,12.24,138.5,1.28,36.84,122.11,845.2,664.1,9.73,23.0,0,No_NPT
2025-02-01 05:10:00,WELL-D01,192.4,Drilling,12.53,142.5,1.32,47.28,120.59,852.8,629.4,9.67,15.4,0,No_NPT
2025-02-01 05:15:00,WELL-D01,195.58,Drilling,11.93,142.8,1.11,38.23,124.37,891.5,646.8,9.74,17.8,0,No_NPT
2025-02-01 05:20:00,WELL-D01,198.73,Drilling,12.18,127.8,1.36,37.69,118.99,878.3,620.9,9.78,25.7,0,No_NPT
2025-02-01 05:25:00,WELL-D01,200.98,Drilling,11.76,143.1,0.99,27.01,120.93,848.5,664.3,9.66,28.4,0,No_NPT
2025-02-01 05:30:00,WELL-D01,204.75,Drilling,11.2,142.0,0.95,45.35,122.69,921.6,617.0,9.7,15.3,0,No_NPT
2025-02-01 05:35:00,WELL-D01,208.01,Drilling,11.5,146.8,0.81,39.1,123.51,863.1,675.5,9.69,17.9,0,No_NPT
2025-02-01 05:40:00,WELL-D01,211.35,Drilling,12.52,146.4,0.86,40.04,123.48,852.8,654.7,9.75,14.7,0,No_NPT
2025-02-01 05:45:00,WELL-D01,214.79,Drilling,11.23,129.2,1.34,41.26,120.28,915.4,641.2,9.74,20.6,0,No_NPT
2025-02-01 05:50:00,WELL-D01,217.75,Drilling,11.41,144.0,1.21,35.57,126.24,854.9,601.7,9.86,26.9,0,No_NPT
2025-02-01 05:55:00,WELL-D01,217.75,Connection,0.0,0.0,0.88,0.0,146.17,26.9,-1.4,9.67,11.4,0,No_NPT
2025-02-01 06:00:00,WELL-D01,220.35,Drilling,12.56,144.4,1.57,31.19,128.19,886.3,643.3,9.76,19.9,0,No_NPT
2025-02-01 06:05:00,WELL-D01,223.37,Drilling,10.34,141.4,1.86,36.22,121.89,924.5,627.9,9.75,22.8,0,No_NPT
2025-02-01 06:10:00,WELL-D01,227.0,Drilling,11.17,141.5,1.22,43.53,117.27,883.4,632.0,9.73,19.1,0,No_NPT
2025-02-01 06:15:00,WELL-D01,230.35,Drilling,10.36,126.4,1.09,40.2,114.84,904.1,655.4,9.67,17.6,0,No_NPT
2025-02-01 06:20:00,WELL-D01,234.42,Drilling,12.8,142.9,1.48,48.86,123.39,882.2,666.3,9.8,23.0,0,No_NPT
2025-02-01 06:25:00,WELL-D01,237.4,Drilling,11.5,136.3,1.54,35.82,126.99,876.0,641.5,9.73,21.7,0,No_NPT
2025-02-01 06:30:00,WELL-D01,240.26,Drilling,12.91,121.1,1.04,34.23,115.38,863.8,631.7,9.8,19.7,0,No_NPT
2025-02-01 06:35:00,WELL-D01,243.4,Drilling,11.76,131.3,1.61,37.74,119.63,866.6,661.2,9.78,19.6,0,No_NPT
2025-02-01 06:40:00,WELL-D01,246.17,Drilling,11.99,145.9,1.35,33.28,121.95,860.6,618.7,9.73,23.2,0,No_NPT
2025-02-01 06:45:00,WELL-D01,249.77,Drilling,11.02,139.2,0.63,43.14,118.29,868.7,679.2,9.79,21.6,0,No_NPT
2025-02-01 06:50:00,WELL-D01,253.11,Drilling,10.91,130.6,1.29,40.04,124.51,888.0,655.6,9.79,21.1,0,No_NPT
2025-02-01 06:55:00,WELL-D01,255.42,Drilling,12.77,126.4,1.6,27.75,126.2,868.1,612.8,9.8,20.9,0,No_NPT
2025-02-01 07:00:00,WELL-D01,258.44,Drilling,13.73,144.3,1.12,36.3,122.57,887.7,629.7,9.84,28.7,0,No_NPT
2025-02-01 07:05:00,WELL-D01,261.94,Drilling,13.09,132.3,1.52,41.9,124.02,927.0,662.7,9.79,23.5,0,No_NPT
2025-02-01 07:10:00,WELL-D01,265.13,Drilling,12.33,125.0,1.12,38.38,119.03,938.7,684.6,9.77,26.0,0,No_NPT
2025-02-01 07:15:00,WELL-D01,268.38,Drilling,13.3,140.1,1.03,38.92,123.97,899.9,623.9,9.76,20.3,0,No_NPT
2025-02-01 07:20:00,WELL-D01,271.55,Drilling,13.73,147.5,1.48,38.05,122.9,894.8,628.4,9.73,19.9,0,No_NPT
2025-02-01 07:25:00,WELL-D01,271.55,Connection,0.0,0.0,0.62,0.0,156.93,33.9,-8.9,9.81,11.6,0,No_NPT
2025-02-01 07:30:00,WELL-D01,274.73,Drilling,13.02,148.6,1.14,38.18,119.68,909.6,657.6,9.82,25.7,0,No_NPT
2025-02-01 07:35:00,WELL-D01,277.78,Drilling,11.87,129.5,1.36,36.54,122.56,886.9,655.1,9.74,18.5,0,No_NPT
2025-02-01 07:40:00,WELL-D01,281.04,Drilling,12.3,136.6,1.41,39.11,119.74,890.7,678.8,9.66,15.9,0,No_NPT
2025-02-01 07:45:00,WELL-D01,284.21,Drilling,10.21,140.2,1.27,38.14,127.17,837.2,657.9,9.71,26.8,0,No_NPT
2025-02-01 07:50:00,WELL-D01,287.04,Drilling,11.64,133.7,1.21,33.92,127.65,950.8,643.3,9.77,28.2,0,No_NPT
2025-02-01 07:55:00,WELL-D01,290.26,Drilling,13.68,139.2,1.48,38.6,132.65,927.3,635.9,9.76,24.5,0,No_NPT
2025-02-01 08:00:00,WELL-D01,293.44,Drilling,11.53,147.6,1.44,38.14,123.54,915.9,658.5,9.81,12.8,0,No_NPT
2025-02-01 08:05:00,WELL-D01,296.58,Drilling,11.06,127.9,1.3,37.73,121.54,928.6,623.2,9.75,19.0,0,No_NPT
2025-02-01 08:10:00,WELL-D01,299.36,Drilling,11.96,142.3,1.57,33.4,123.73,862.2,610.8,9.77,20.5,0,No_NPT
2025-02-01 08:15:00,WELL-D01,302.62,Drilling,11.9,139.8,1.62,39.03,120.27,881.1,628.1,9.84,21.8,0,No_NPT
2025-02-01 08:20:00,WELL-D01,305.14,Drilling,11.59,119.0,1.0,30.23,122.04,900.5,650.8,9.84,19.4,0,No_NPT
2025-02-01 08:25:00,WELL-D01,308.48,Drilling,11.35,132.8,0.84,40.18,124.96,914.7,647.1,9.75,27.0,0,No_NPT
2025-02-01 08:30:00,WELL-D01,311.17,Drilling,13.98,138.1,1.39,32.18,120.23,894.7,657.9,9.76,22.8,0,No_NPT
2025-02-01 08:35:00,WELL-D01,314.88,Drilling,12.95,149.7,1.56,44.55,127.75,867.9,643.6,9.79,17.2,0,No_NPT
2025-02-01 08:40:00,WELL-D01,318.76,Drilling,11.45,138.6,1.28,46.58,125.19,909.9,651.5,9.81,20.7,0,No_NPT
2025-02-01 08:45:00,WELL-D01,322.04,Drilling,13.12,153.8,1.6,39.41,120.32,915.5,668.8,9.8,24.1,0,No_NPT
2025-02-01 08:50:00,WELL-D01,325.67,Drilling,12.85,144.1,1.46,43.47,122.8,926.9,591.4,9.61,22.2,0,No_NPT
2025-02-01 08:55:00,WELL-D01,325.67,Connection,0.0,0.0,0.48,0.0,157.67,34.8,-5.8,9.86,9.9,0,No_NPT
2025-02-01 09:00:00,WELL-D01,328.83,Drilling,11.54,158.8,1.53,37.99,128.98,923.6,630.0,9.8,20.2,0,No_NPT
2025-02-01 09:05:00,WELL-D01,331.72,Drilling,10.69,137.9,1.59,34.62,124.42,913.5,647.9,9.83,21.6,0,No_NPT
2025-02-01 09:10:00,WELL-D01,335.3,Drilling,11.04,131.3,1.17,43.04,120.06,932.4,659.3,9.81,14.5,0,No_NPT
2025-02-01 09:15:00,WELL-D01,338.71,Drilling,12.71,143.1,0.95,40.88,125.12,915.5,640.3,9.88,24.2,0,No_NPT
2025-02-01 09:20:00,WELL-D01,341.84,Drilling,13.72,151.0,1.53,37.5,126.34,927.6,652.6,9.8,24.0,0,No_NPT
2025-02-01 09:25:00,WELL-D01,345.24,Drilling,11.3,136.5,1.32,40.89,125.48,941.9,642.5,9.83,23.7,0,No_NPT
2025-02-01 09:30:00,WELL-D01,348.22,Drilling,10.81,152.1,0.87,35.72,121.46,901.4,651.0,9.79,19.6,0,No_NPT
2025-02-01 09:35:00,WELL-D01,351.51,Drilling,12.59,142.9,1.49,39.44,126.23,874.9,642.7,9.81,12.0,0,No_NPT
2025-02-01 09:40:00,WELL-D01,355.12,Drilling,12.0,148.8,1.44,43.42,123.03,941.1,639.4,9.86,20.7,0,No_NPT
2025-02-01 09:45:00,WELL-D01,358.55,Drilling,11.46,146.8,1.08,41.09,127.59,947.6,652.0,9.77,17.7,0,No_NPT
2025-02-01 09:50:00,WELL-D01,361.35,Drilling,11.48,144.6,1.49,33.64,121.01,926.2,652.2,9.75,30.5,0,No_NPT
2025-02-01 09:55:00,WELL-D01,364.67,Drilling,13.41,141.3,1.42,39.87,125.83,928.3,679.1,9.88,18.9,0,No_NPT
2025-02-01 10:00:00,WELL-D01,367.43,Drilling,11.38,139.5,1.47,33.11,129.19,931.3,646.1,9.81,16.3,0,No_NPT
2025-02-01 10:05:00,WELL-D01,370.69,Drilling,10.47,132.3,1.68,39.03,133.47,919.2,678.7,9.81,21.7,0,No_NPT
2025-02-01 10:10:00,WELL-D01,373.9,Drilling,12.42,140.5,1.24,38.5,120.62,896.8,663.1,9.79,19.6,0,No_NPT
2025-02-01 10:15:00,WELL-D01,377.13,Drilling,12.01,146.7,1.18,38.82,128.61,976.2,659.9,9.89,24.6,0,No_NPT
2025-02-01 10:20:00,WELL-D01,380.52,Drilling,13.08,145.2,1.55,40.73,121.53,955.3,622.9,9.89,17.6,0,No_NPT
2025-02-01 10:25:00,WELL-D01,380.52,Connection,0.0,0.0,1.25,0.0,162.8,27.3,-5.8,9.83,11.3,0,No_NPT
2025-02-01 10:30:00,WELL-D01,383.55,Drilling,12.08,149.5,1.5,36.35,122.07,950.4,650.1,9.82,17.8,0,No_NPT
2025-02-01 10:35:00,WELL-D01,387.39,Drilling,11.82,137.7,1.31,46.08,124.4,887.3,632.1,9.8,19.7,0,No_NPT
2025-02-01 10:40:00,WELL-D01,391.05,Drilling,13.33,138.6,1.39,43.88,125.09,938.9,650.1,9.72,27.6,0,No_NPT
2025-02-01 10:45:00,WELL-D01,394.22,Drilling,10.08,135.4,1.5,38.07,126.95,932.7,670.4,9.85,24.9,0,No_NPT
2025-02-01 10:50:00,WELL-D01,397.18,Drilling,12.92,142.3,1.59,35.44,125.49,943.7,679.5,9.77,11.0,0,No_NPT
2025-02-01 10:55:00,WELL-D01,400.25,Drilling,10.86,136.9,0.87,36.84,122.56,923.0,699.1,9.82,28.0,0,No_NPT
2025-02-01 11:00:00,WELL-D01,402.69,Drilling,11.65,130.3,1.27,29.3,122.46,943.2,618.0,9.85,17.8,0,No_NPT
2025-02-01 11:05:00,WELL-D01,405.35,Drilling,12.35,143.5,1.63,31.98,122.99,962.5,649.8,9.83,15.3,0,No_NPT
2025-02-01 11:10:00,WELL-D01,408.47,Drilling,12.35,145.1,1.84,37.36,128.47,941.3,665.0,9.94,28.5,0,No_NPT
2025-02-01 11:15:00,WELL-D01,412.2,Drilling,10.82,132.2,0.98,44.77,121.76,936.1,658.4,9.81,20.4,0,No_NPT
2025-02-01 11:20:00,WELL-D01,415.03,Drilling,11.35,134.0,2.0,33.99,126.61,971.8,640.2,9.81,20.1,0,No_NPT
2025-02-01 11:25:00,WELL-D01,417.51,Drilling,9.45,128.4,0.58,29.74,122.47,983.5,649.1,9.87,26.0,0,No_NPT
2025-02-01 11:30:00,WELL-D01,420.87,Drilling,12.75,132.4,1.56,40.39,123.87,965.4,661.3,9.8,18.6,0,No_NPT
2025-02-01 11:35:00,WELL-D01,424.16,Drilling,10.86,140.7,1.1,39.49,126.03,967.2,662.4,9.92,27.0,0,No_NPT
2025-02-01 11:40:00,WELL-D01,427.13,Drilling,11.04,154.1,1.71,35.58,126.18,944.3,613.8,9.78,20.2,0,No_NPT
2025-02-01 11:45:00,WELL-D01,429.99,Drilling,12.93,152.7,1.52,34.37,123.57,939.9,665.5,9.94,20.7,0,No_NPT
2025-02-01 11:50:00,WELL-D01,433.2,Drilling,11.54,148.4,1.62,38.44,124.67,955.2,647.7,9.89,17.5,0,No_NPT
2025-02-01 11:55:00,WELL-D01,433.2,Connection,0.0,0.0,1.2,0.0,160.17,45.4,7.2,9.88,10.9,0,No_NPT
2025-02-01 12:00:00,WELL-D01,436.14,Drilling,11.4,140.2,1.83,35.27,127.18,951.8,673.9,9.76,12.2,0,No_NPT
2025-02-01 12:05:00,WELL-D01,439.4,Drilling,12.76,140.5,0.98,39.14,125.87,1008.4,666.5,9.84,21.6,0,No_NPT
2025-02-01 12:10:00,WELL-D01,442.66,Drilling,11.62,122.1,1.53,39.17,121.44,942.1,626.9,9.87,17.0,0,No_NPT
2025-02-01 12:15:00,WELL-D01,446.11,Drilling,10.0,145.2,1.27,41.44,119.03,935.8,674.7,9.85,9.8,0,No_NPT
2025-02-01 12:20:00,WELL-D01,449.02,Drilling,10.87,146.8,1.49,34.92,128.1,1007.9,645.9,9.8,22.4,0,No_NPT
2025-02-01 12:25:00,WELL-D01,451.98,Drilling,13.14,133.6,1.35,35.44,121.42,968.2,669.3,9.79,22.1,0,No_NPT
2025-02-01 12:30:00,WELL-D01,454.43,Drilling,11.88,146.2,1.06,29.44,128.98,970.8,658.2,9.9,28.3,0,No_NPT
2025-02-01 12:35:00,WELL-D01,457.52,Drilling,12.63,162.8,1.23,37.03,127.57,976.5,639.5,9.99,16.8,0,No_NPT
2025-02-01 12:40:00,WELL-D01,461.03,Drilling,12.31,133.8,1.31,42.18,125.63,979.5,624.2,9.97,22.3,0,No_NPT
2025-02-01 12:45:00,WELL-D01,464.01,Drilling,12.45,136.8,1.24,35.69,125.67,957.4,668.3,9.92,14.0,0,No_NPT
2025-02-01 12:50:00,WELL-D01,466.74,Drilling,11.64,143.2,1.77,32.86,130.34,992.1,619.7,9.9,24.2,0,No_NPT
2025-02-01 12:55:00,WELL-D01,470.05,Drilling,10.46,139.8,1.5,39.66,127.36,976.2,679.5,9.74,25.8,0,No_NPT
2025-02-01 13:00:00,WELL-D01,472.55,Drilling,11.7,138.6,1.38,30.01,130.45,942.9,656.7,9.85,17.3,0,No_NPT
2025-02-01 13:05:00,WELL-D01,475.89,Drilling,13.42,135.4,0.81,40.11,132.08,985.9,646.4,9.82,23.2,0,No_NPT
2025-02-01 13:10:00,WELL-D01,478.98,Drilling,13.14,137.3,1.23,37.07,124.85,989.4,655.1,9.89,23.6,0,No_NPT
2025-02-01 13:15:00,WELL-D01,483.0,Drilling,12.49,136.5,0.89,48.17,130.53,1007.3,633.0,9.94,29.9,0,No_NPT
2025-02-01 13:20:00,WELL-D01,486.08,Drilling,12.93,140.2,1.32,37.01,127.93,1009.7,653.6,9.93,17.3,0,No_NPT
2025-02-01 13:25:00,WELL-D01,486.08,Connection,0.0,0.0,1.28,0.0,161.37,37.5,-1.4,9.85,9.2,0,No_NPT
2025-02-01 13:30:00,WELL-D01,489.21,Drilling,10.43,142.0,1.21,37.62,118.32,944.6,672.4,9.91,18.3,0,No_NPT
2025-02-01 13:35:00,WELL-D01,492.33,Drilling,10.66,152.1,1.47,37.34,134.18,1015.2,643.9,9.88,18.6,0,No_NPT
2025-02-01 13:40:00,WELL-D01,495.34,Drilling,12.49,139.1,1.81,36.2,126.65,1035.4,651.8,9.92,28.1,0,No_NPT
2025-02-01 13:45:00,WELL-D01,498.18,Drilling,12.92,133.9,1.5,34.11,129.94,979.7,624.3,9.83,15.5,0,No_NPT
2025-02-01 13:50:00,WELL-D01,501.78,Drilling,10.3,140.9,1.33,43.13,120.64,975.2,646.7,9.83,29.4,0,No_NPT
2025-02-01 13:55:00,WELL-D01,505.12,Drilling,11.62,154.3,1.59,40.05,127.63,990.0,665.6,9.95,17.8,0,No_NPT
2025-02-01 14:00:00,WELL-D01,508.35,Drilling,10.68,142.8,1.17,38.82,127.42,966.9,628.6,9.85,19.6,0,No_NPT
2025-02-01 14:05:00,WELL-D01,511.79,Drilling,12.31,130.3,0.98,41.25,125.6,967.5,676.5,9.9,22.3,0,No_NPT
2025-02-01 14:10:00,WELL-D01,514.94,Drilling,12.48,122.3,1.91,37.8,127.74,985.7,661.0,9.81,24.6,0,No_NPT
2025-02-01 14:15:00,WELL-D01,517.83,Drilling,10.38,141.8,1.74,34.74,126.77,937.5,624.6,9.9,10.0,0,No_NPT
2025-02-01 14:20:00,WELL-D01,521.41,Drilling,11.82,136.4,1.71,42.92,127.04,933.3,662.3,9.93,23.3,0,No_NPT
2025-02-01 14:25:00,WELL-D01,525.34,Drilling,12.94,130.2,1.06,47.16,129.69,945.5,631.4,9.9,27.1,0,No_NPT
2025-02-01 14:30:00,WELL-D01,528.47,Drilling,12.81,142.0,1.8,37.52,126.83,945.0,633.9,9.94,23.3,0,No_NPT
2025-02-01 14:35:00,WELL-D01,531.41,Drilling,10.5,133.9,1.21,35.35,123.81,974.6,635.4,9.96,24.1,0,No_NPT
2025-02-01 14:40:00,WELL-D01,534.63,Drilling,11.86,136.7,1.11,38.64,124.35,968.0,637.3,9.93,16.4,0,No_NPT
2025-02-01 14:45:00,WELL-D01,537.81,Drilling,12.7,126.7,1.27,38.11,128.74,991.9,620.9,9.92,16.0,0,No_NPT
2025-02-01 14:50:00,WELL-D01,541.11,Drilling,12.99,121.4,1.67,39.58,127.27,1006.8,635.9,9.84,20.6,0,No_NPT
2025-02-01 14:55:00,WELL-D01,541.11,Connection,0.0,0.0,0.3,0.0,163.51,20.2,-2.3,9.85,7.8,0,No_NPT
2025-02-01 15:00:00,WELL-D01,544.42,Drilling,11.83,133.9,1.48,39.72,128.93,1000.7,681.6,9.92,16.8,0,No_NPT
2025-02-01 15:05:00,WELL-D01,547.04,Drilling,13.09,150.6,1.34,31.52,131.91,1009.3,653.9,9.91,20.2,0,No_NPT
2025-02-01 15:10:00,WELL-D01,550.19,Drilling,12.28,137.9,1.39,37.81,125.97,1010.3,708.3,9.95,14.0,0,No_NPT
2025-02-01 15:15:00,WELL-D01,553.38,Drilling,11.27,144.9,1.61,38.21,131.74,1003.2,672.6,10.01,11.7,0,No_NPT
2025-02-01 15:20:00,WELL-D01,556.08,Drilling,12.36,149.1,1.17,32.44,128.54,999.2,655.7,9.85,25.4,0,No_NPT
2025-02-01 15:25:00,WELL-D01,559.17,Drilling,12.93,140.1,0.95,37.07,129.58,939.9,663.0,9.94,15.1,0,No_NPT
2025-02-01 15:30:00,WELL-D01,562.27,Drilling,11.89,149.8,1.2,37.19,126.76,1033.5,660.7,9.93,19.6,0,No_NPT
2025-02-01 15:35:00,WELL-D01,564.77,Drilling,10.5,143.3,1.58,29.98,128.93,1062.2,628.0,10.03,20.7,0,No_NPT
